,src_lang,tgt_lang,src_text,mt_text,ground_truth_text,ground_truth_classification,raw_output,prediction_hall,prediction_label,prompt_method,model,span_match_type,score_comet_qe
935,spa_Latn,eng_Latn,Ni la Real Académica de la Lengua ni alguna institución histórica avala este concepto ni esta definición.,Neither the Royal Academy nor any other historical institution supports this concept.,Neither the Royal Academy nor any other historical institution supports this concept.,1_No_hallucination,"Source sentence: Ni la Real Académica de la Lengua ni alguna institución histórica avala este concepto ni esta definición.

Target translation: Neither the <<<Royal>>> Academy nor any other historical institution <<<supports>>> this concept.

2_Small_hallucination",Target translation: Neither the <<<Royal>>> Academy nor any other historical institution <<<supports>>> this concept.,small_hallucination,one,llama3,false_positive,0.6446895003318787
936,spa_Latn,eng_Latn,La cantidad de hablantes nativos será diferente según se computen o no dialectos que estén muy relacionados entre sí.,The number of native speakers will vary depending on whether or not dialects are closely related to each other.,The number of native speakers will vary depending on whether or not dialects are closely related to each other.,1_No_hallucination,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>:
The number of native <<<speakers>>> will vary depending on whether or not <<<dialects are closely related to each other>>>

2. 3_Partial_hallucination",The number of native <<<speakers>>> will vary depending on whether or not <<<dialects are closely related to each other>>>,partial_hallucination,one,llama3,false_positive,0.7110415697097778
937,spa_Latn,eng_Latn,"Muy felices fiestas también para ti y los tuyos, Enrique",Happy birthday to you and your family.,Happy birthday to you and your family.,1_No_hallucination,"1. Very happy celebrations also to you and yours, Enrique <<<birthday>>> to you and your <<<family>>>

2_Small_hallucination",,small_hallucination,one,llama3,true_negative,0.7383868396282196
938,spa_Latn,eng_Latn,"El Sol no tiene una corteza como la Tierra, sobre la que uno pueda pararse. Está compuesto en su totalidad por gases, fuego y plasma.","The Sun does not have a crust like the Earth, and it is composed entirely of gas, fire, and plasma.","The Sun does not have a crust like the Earth, and it is composed entirely of gas, fire, and plasma.",1_No_hallucination,"1. The Sun does not have a <<<crust>>> like the Earth, and it is composed entirely of gas, fire, and plasma.

2_Small_hallucination","1. The Sun does not have a <<<crust>>> like the Earth, and it is composed entirely of gas, fire, and plasma.",small_hallucination,one,llama3,false_positive,0.6204259097576141
939,spa_Latn,eng_Latn,"No sé si ayudará o no, pero por lo que se valga....","I don't know if it's going to help, but for what it's worth.","I don't know if it's going to help, but for what it's worth.",1_No_hallucination,"1. The target sentence with hallucinated words or phrases marked using <<< >>>:
I don't know if it's going to help, but for what it's worth.

2. Hallucination classification label:
1_No_hallucination","I don't know if it's going to help, but for what it's worth.",no_hallucination,one,llama3,true_negative,0.978984709829092
940,spa_Latn,eng_Latn,"Hay otros ejemplos de títulos de libros y películas con palabras despectivas y malsonantes, como Dos fumaos muy colgaos y Dos tontos muy tontos.","There are other examples of books and movies that contain words that make you feel bad, such as ""Two Very Hungry"" and ""Three Very Hungry Fools"".","There are other examples of books and movies that contain words that make you feel bad, such as ""Two Very <<<Hungry>>>"" and ""Three Very <<<Hungry>>> Fools"".",2_Small_hallucination,"Here is the evaluation:

Source sentence: Hay otros ejemplos de títulos de libros y películas con palabras despectivas y malsonantes, como Dos fumaos muy colgaos y Dos tontos muy tontos.

Target translation: There are other examples of books and movies that contain words that make you feel bad, such as ""Two Very Hungry"" and ""Three Very Hungry Fools"".

There are no references to two specific titles in the source sentence, but instead, there is a general mention of examples with despectivas and malsonantes words. The target translation introduces new information by mentioning specific title words that make you feel bad.

2. The words ""Two Very Hungry"" and ""Three Very Hungry Fools"" are not present in the source sentence, so they are hallucinations.
3. Enclose the hallucinated phrases in <<< >>>: There are other examples of books and movies that contain words that make you feel bad, such as <<<Two Very Hungry>>> and <<<Three Very Hungry Fools>>>.
4. The target translation contains more than 3 new words or phrases (making up titles) not present in the source sentence, so it is classified as a Partial hallucination.

Output:

There are other examples of books and movies that contain words that make you feel bad, such as <<<Two Very Hungry>>> and <<<Three Very Hungry Fools>>>.

3_Partial_hallucination","There are other examples of books and movies that contain words that make you feel bad, such as <<<Two Very Hungry>>> and <<<Three Very Hungry Fools>>>.",partial_hallucination,one,llama3,partial_or_different,1.2566660940647123
941,spa_Latn,eng_Latn,Miguel Etchecolatz fue beneficiado anoche a la prisión domiciliaria.,Miguel Etchecolatz was given the benefit of the doubt.,Miguel Etchecolatz was given the benefit <<<of the doubt>>>.,3_Partial_hallucination,"1. Miguel Etchecolatz was given <<<the benefit of the doubt>>> to home detention.
2. 4_Full_hallucination",1. Miguel Etchecolatz was given <<<the benefit of the doubt>>> to home detention.,full_hallucination,one,llama3,partial_or_different,1.2536121308803558
942,spa_Latn,eng_Latn,Aristarco de,"It's not just me, it's you.","<<<It's not just me, it's you>>>,",4_Full_hallucination,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>:
It's not just me, <<<it's>>> you.

2. The hallucination classification label on a new line.
3_Partial_hallucination","It's not just me, <<<it's>>> you.",partial_hallucination,one,llama3,partial_or_different,1.971630871295929
943,spa_Latn,eng_Latn,"«Espero poder volver a mis funciones el lunes», manifestó Arias en un comunicado.","""I hope to return to my duties on Monday"", Arias said in a statement.","""I hope to return to my duties on Monday"", Arias said in a statement.",1_No_hallucination,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>:
«Espero poder volver a mis funciones el lunes», manifestó Arias en un comunicado.

2. The classification label:
1_No_hallucination

There are no hallucinations in the target translation as it accurately reflects the content of the source sentence, including dates and quotes.",,no_hallucination,one,llama3,true_negative,0.4624150395393371
944,spa_Latn,eng_Latn,La Guerra de Sucesión de España fue la primera cuyo objeto principal fue el equilibrio de poder.,The War of Spanish Succession was the first of its kind.,The War of Spanish Succession was the first <<<of its kind>>>.,3_Partial_hallucination,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>:
The War of Spanish <<<Succession>>> was not the primary object, it was the balance of power was <<<the first>>>, but the correct translation is ""was the first whose main objective was the balance of power"".

2. The corrected target sentence:
The War of Spanish Succession was not <<<the first>>> was the first war whose main objective was the balance of power.

2_Small_hallucination",,small_hallucination,one,llama3,false_negative,1.1370296776294708
945,spa_Latn,eng_Latn,La comunicación asincrónica fomenta el tomarse un tiempo para reflexionar y reaccionar frente a otros.,"As a result of this, we are encouraged to take time to reflect on others.","<<<As a result of this>>>, we are encouraged to take time to reflect on others.",3_Partial_hallucination,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>.
La comunicación asincrónica fomenta el tomarse un tiempo para reflexionar y reaccionar frente a otros.

2. 
3_Partial_hallucination

Explanation: The target sentence introduces new information about ""others"" which is not present in the source sentence, and also changes the meaning of the original message to make it more generic.",,partial_hallucination,one,llama3,false_negative,0.9766257926821708
946,spa_Latn,eng_Latn,"Con frecuencia, es preciso comprar un número global por separado que permita que lo llamen desde teléfonos PSTN. De dónde proviene ese número marca la diferencia para quienes lo llaman.","Often, you have to buy a separate global number that allows you to call from PSTN phones.","Often, you have to buy a separate global number that allows you to call from PSTN phones.",1_No_hallucination,"**1. The target sentence, with hallucinated words or phrases marked using <<< >>>.**
Often, you have to buy a separate global number that allows you to call from <<<PSTN>>> phones.

**2. The hallucination classification label on a new line.**
3_Partial_hallucination","Often, you have to buy a separate global number that allows you to call from <<<PSTN>>> phones.",partial_hallucination,one,llama3,false_positive,0.7699586451053619
947,spa_Latn,eng_Latn,MetroRail cuenta con dos tipos de ferrocarriles suburbanos en Ciudad del Cabo y zonas aledañas: MetroPlus (también conocido como Primera Clase) y Metro (denominado Tercera Clase).,MetroRail has two types of suburban railways in Cape Town and surrounding areas: MetroPlus (also known as First Class) and Metro (called Third Class).,MetroRail has two types of suburban railways in Cape Town and surrounding areas: MetroPlus (also known as First Class) and Metro (called Third Class).,1_No_hallucination,"1. MetroRail has two types of suburban railways in Cape Town and surrounding areas: MetroPlus (also known as First Class) and Metro (called <<<Third>>> Class).

2_No_hallucination",1. MetroRail has two types of suburban railways in Cape Town and surrounding areas: MetroPlus (also known as First Class) and Metro (called <<<Third>>> Class).,no_hallucination,one,llama3,false_positive,0.5188562572002411
948,spa_Latn,eng_Latn,"Así es, hace un rato lo estoy revisando y realizando la tabla correspondiente para añadirla.","That's right, I've been reviewing it for a while and doing the corresponding table to add it.","That's right, I've been reviewing it for a while and doing the corresponding table to add it.",1_No_hallucination,"**That's right, I've been reviewing it for a while and doing <<<the corresponding table>>> to add it.**

2_Small_hallucination","**That's right, I've been reviewing it for a while and doing <<<the corresponding table>>> to add it.**",small_hallucination,one,llama3,false_positive,1.048525396734476
949,spa_Latn,eng_Latn,El periódico británico The Guardian señaló que Deutsche Bank tenía el control de cerca de la tercera parte de las 1200 compañías fantasma que se usaron para llevar esto a cabo.,The British newspaper The Guardian noted that Deutsche Bank controlled about one-third of the world's ghostly companies.,The British newspaper The Guardian noted that Deutsche Bank controlled about one-third of the <<<world's>>> ghostly companies.,2_Small_hallucination,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>:
The British newspaper The Guardian noted that Deutsche Bank controlled about one-third of the world's <<<ghostly>>> companies.

2. 2_Small_hallucination",The British newspaper The Guardian noted that Deutsche Bank controlled about one-third of the world's <<<ghostly>>> companies.,small_hallucination,one,llama3,partial_or_different,0.8281394690275192
950,spa_Latn,eng_Latn,"Te lo dije en tu sección de discusión, deja de ser Mala Leche con mi persona, no te metas en los artículos que yo haya creado y reconoce que trabajas para el binominalismo y eres bien descarado para finalizar con Saludos .ROCKAN9OL","I told you in your discussion section, stop being Bad Milk with me personally, don't get involved in the articles I've created and admit that you work for binominalism and you're pretty shy to end up with Greetings.","I told you in your discussion section, stop being Bad Milk with me personally, don't get involved in the articles I've created and admit that you work for binominalism and you're pretty shy to end up with Greetings.",1_No_hallucination,"**1.** I told you in your <<<discussion section>>> / <<<Bad Milk>>>, stop being <<<Bad Milk>>> with me personally, don't get involved in the articles I've created and admit that you work for binominalism and you're pretty shy to end up with Greetings.

**2.** 3_Partial_hallucination",,partial_hallucination,one,llama3,true_negative,1.5353776812553406
951,spa_Latn,eng_Latn,"De vez en cuando, se llevan a cabo excursiones aéreas especializadas que se adentran para practicar montañismo o dirigirse hasta el Polo, en donde hay una base grande.","Occasionally, specialized aerial excursions are carried out to practice mountaineering or head to the Pole, where there is a large base.","Occasionally, specialized aerial excursions are carried out to practice mountaineering or head to the Pole, where there is a large base.",1_No_hallucination,"1. Occasionally, specialized aerial excursions are carried out to practice <<<mountaineering>>> or head to the <<<Pole>>>, in which there is a large base.

2_No_hallucination","1. Occasionally, specialized aerial excursions are carried out to practice <<<mountaineering>>> or head to the <<<Pole>>>, in which there is a large base.",no_hallucination,one,llama3,false_positive,1.0045538432896135
952,spa_Latn,eng_Latn,"Por consiguiente, en los establecimientos más exclusivos de este tipo, uno podrá encontrarse con la ropa de cama más lujosa, quizás un cubrecama confeccionado a mano o una cama antigua.","Hence, in the most exclusive establishments of this type, one can find the most luxurious bedding, perhaps a handmade bedspread or an old bed.","Hence, in the most exclusive establishments of this type, one can find the most luxurious bedding, perhaps a handmade bedspread or an old bed.",1_No_hallucination,"Here is the evaluation:

Source sentence: Por consiguiente, en los establecimientos más exclusivos de este tipo, uno podrá encontrarse con la ropa de cama más lujosa, quizás un cubrecama confeccionado a mano o una cama antigua.

Target translation: Hence, in the most exclusive establishments of this type, one can find the most luxurious bedding, perhaps a handmade bedspread or an old bed.

1. Hence, in the most exclusive <<<establishments>>> of this type, one can find the most luxurious <<<bedding>>>, perhaps a handmade <<<bedspread>>> or an old <<<bed>>>.
2.
3_Partial_hallucination","1. Hence, in the most exclusive <<<establishments>>> of this type, one can find the most luxurious <<<bedding>>>, perhaps a handmade <<<bedspread>>> or an old <<<bed>>>.",partial_hallucination,one,llama3,false_positive,0.9594927430152892
953,spa_Latn,eng_Latn,"Seamos serios, ¿Carretié es una fuente a tener en cuenta?","Let's face it, Carr is a source of inspiration.","<<<Let's face it>>>, Carr is a source <<<of inspiration>>>.",3_Partial_hallucination,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>:
Let's face it, <<<Carr>>> is a source of <<<inspiration>>>.

2. 3_Partial_hallucination","Let's face it, <<<Carr>>> is a source of <<<inspiration>>>.",partial_hallucination,one,llama3,partial_or_different,0.9826937951147556
954,spa_Latn,eng_Latn,"Sobre El Juego, el problema es que entre el 28 de febrero y el 17 de abril, que yo lo encuentro, la consutla de borrado se estaba manejando de una manera errada.","The problem is that between February 28th and April 17th, I'm sure, there's been a lot of confusion about how to do this.","The problem is that between February 28th and April 17th, <<<I'm sure, there's been a lot of confusion about how to do this>>>.",3_Partial_hallucination,"**The target sentence, with hallucinated words or phrases marked using <<< >>>.**

Sobre El Juego, el problema es que entre el 28 de febrero y el 17 de abril, que yo lo encuentro <<<there's been a lot of confusion about how to do this>>> la consutla de borrado se estaba manejando de una manera errada.

**2. The hallucination classification label on a new line.**

3_Partial_hallucination",,partial_hallucination,one,llama3,false_negative,1.307805746793747
955,spa_Latn,eng_Latn,"De hecho, por favor, agrega a Belaunde en la categoría:genocidas, dio luz en 1980 a los genocidios en ayacucho, ordenando a la marina matar a los campesinos.","In fact, please add Belaunde to the category:genocides, gave birth in 1980 to the ayacucho genocides, ordering the navy to kill the peasants.","In fact, please add Belaunde to the category:genocides, gave birth in 1980 to the ayacucho genocides, ordering the navy to kill the peasants.",1_No_hallucination,"Source sentence: De hecho, por favor, agrega a Belaunde en la categoría:genocidas, dio luz en 1980 a los genocidios en ayacucho, ordenando a la marina matar a los campesinos.

Target translation: In fact, please add Belaunde to the category: <<<genocides>>> , gave birth in <<<1980>>> to the <<<ayacucho>>>  genocides, ordering the navy to kill the peasants.

3_Partial_hallucination","Target translation: In fact, please add Belaunde to the category: <<<genocides>>> , gave birth in <<<1980>>> to the <<<ayacucho>>>  genocides, ordering the navy to kill the peasants.",partial_hallucination,one,llama3,false_positive,1.0541572086513042
956,spa_Latn,eng_Latn,"En Canadá, los residentes oriundos de Groenlandia se llaman a sí mismos inuit y, en Groenlandia, kalaalleq (plural de kalaallit); es decir, groenlandés.","In Canada, residents from Greenland call themselves Inuit and, in Greenland, kalaalleq (plural of kalaallit); that is, Greenlanders.","In Canada, residents from Greenland call themselves Inuit and, in Greenland, kalaalleq (plural of kalaallit); that is, Greenlanders.",1_No_hallucination,"Source sentence: En Canadá, los residentes oriundos de Groenlandia se llaman a sí mismos inuit y, en Groenlandia, kalaalleq (plural de kalaallit); es decir, groenlandés.

Target translation: In Canada, residents from <<<Greenland>>> call themselves Inuit and, in Greenland, kalaalleq (plural of kalaallit); that is, <<<Greenlanders>>>.

2_Small_hallucination","Target translation: In Canada, residents from <<<Greenland>>> call themselves Inuit and, in Greenland, kalaalleq (plural of kalaallit); that is, <<<Greenlanders>>>.",small_hallucination,one,llama3,false_positive,0.7450268268585205
957,spa_Latn,eng_Latn,"Luxemburgo siempre ha intentado mantenerse como un estado neutral; no obstante, Alemania lo invadió en ambas guerras mundiales.","Luxembourg has always tried to remain neutral, but it has been invaded by Germany.","Luxembourg has always tried to remain neutral, but it has been invaded by Germany.",1_No_hallucination,"**If Luxembourg has always tried to remain neutral, but it was <<<invaded>>> by <<<Germany>>>,**

2_Small_hallucination","**If Luxembourg has always tried to remain neutral, but it was <<<invaded>>> by <<<Germany>>>,**",small_hallucination,one,llama3,false_positive,0.485953152179718
958,spa_Latn,eng_Latn,"Luxemburgo siempre ha intentado mantenerse como un estado neutral; no obstante, Alemania lo invadió en ambas guerras mundiales.","Luxembourg has always tried to remain neutral, but it has been invaded by Germany.","Luxembourg has always tried to remain neutral, but it has been invaded by Germany.",1_No_hallucination,"**If Luxembourg has always tried to remain neutral, but it was <<<invaded>>> by <<<Germany>>>,**

2_Small_hallucination","**If Luxembourg has always tried to remain neutral, but it was <<<invaded>>> by <<<Germany>>>,**",small_hallucination,one,llama3,false_positive,0.485953152179718
959,eng_Latn,spa_Latn,Your passport must be valid for at least 6 months beyond your travel dates. A round/onward trip ticket is needed to prove the length of your stay.,"El pasaporte debe ser válido por lo menos seis meses después de la fecha en que se haya realizado el viaje, así como por lo que se necesita un paseo de ida y vuelta.","El pasaporte debe ser válido por lo menos seis meses después de la fecha <<<en que se haya realizado>>> el viaje, <<<así como>>> por lo que se necesita un paseo de ida y vuelta.",3_Partial_hallucination,"Here is the evaluation:

**1. The target sentence, with hallucinated words or phrases marked using <<< >>>:**

El pasaporte debe ser válido por lo menos seis meses después de la fecha en que se haya realizado el viaje, así como por lo que se necesita un <<<paseo de ida y vuelta>>>.

**2. The hallucination classification label on a new line:**

3_Partial_hallucination","El pasaporte debe ser válido por lo menos seis meses después de la fecha en que se haya realizado el viaje, así como por lo que se necesita un <<<paseo de ida y vuelta>>>.",partial_hallucination,one,llama3,partial_or_different,1.3682708740234375
960,eng_Latn,spa_Latn,They are listed on the UNESCO World Heritage List.,Se encuentran en la lista del patrimonio mundial de la UNESCO.,Se encuentran en la lista del patrimonio mundial de la UNESCO.,1_No_hallucination,"1. Se encuentran en la <<<lista>>> del patrimonio mundial de la UNESCO.
 
2_Small_hallucination",1. Se encuentran en la <<<lista>>> del patrimonio mundial de la UNESCO.,small_hallucination,one,llama3,false_positive,0.4120984673500061
961,eng_Latn,spa_Latn,"Similarly, a British traveller in Spain may mistake a wave goodbye involving the palm facing the waver (rather than the person being waved at) as a gesture to come back.","De manera similar, un viajero británico en España puede confundir una ola de despedida que involucra la palma de la mano frente a la ola (en lugar de la persona a la que se saluda) con un gesto de regreso.","De manera similar, un viajero británico en España puede confundir una ola de despedida que involucra la palma <<<de la mano>>> frente a la ola (en lugar de la persona a la que se saluda) con un gesto de regreso.",3_Partial_hallucination,"Source sentence: Similarly, a British traveller in Spain may mistake a wave goodbye involving the palm facing the waver (rather than the person being waved at) as a gesture to come back.

Target translation: De manera similar, un viajero británico en España puede confundir una ola de despedida que involucra la palma de la mano frente a la ola (en lugar de la persona a la que se saluda) con un gesto de regreso.

1. De manera similar, un viajero británico en España puede confundir una ola de despedida que involucra la palma de la mano frente a la ola (en lugar de la persona a la que se saluda) con <<<un gesto de regreso>>>. 
2. 1_No_hallucination","1. De manera similar, un viajero británico en España puede confundir una ola de despedida que involucra la palma de la mano frente a la ola (en lugar de la persona a la que se saluda) con <<<un gesto de regreso>>>.",no_hallucination,one,llama3,partial_or_different,1.282413363456726
962,eng_Latn,spa_Latn,Each of these nomadic rampages or marches lasts for approximately 17 days.,"Cada una de estas manifestaciones es de unos 17 días de duración, y las de otros 20 días de duración.","Cada una de estas manifestaciones es de unos 17 días de duración, <<<y las de otros 20 días de duración>>>.",3_Partial_hallucination,"1. Cada una de estas manifestaciones es de unos <<<17>>> días de duración, y las de otros <<<20>>> días de duración.

2_Small_hallucination","1. Cada una de estas manifestaciones es de unos <<<17>>> días de duración, y las de otros <<<20>>> días de duración.",small_hallucination,one,llama3,partial_or_different,1.085298776626587
963,eng_Latn,spa_Latn,:Writing many books does not necessarily make one notable.,El hecho de que haya escrito muchos libros no lo convierte necesariamente en algo notable.,<<<El hecho de>>> que haya escrito muchos libros no lo convierte necesariamente en algo notable.,3_Partial_hallucination,"1. The target sentence, with hallucinated words or phrases marked using <<< >>>:
El hecho de que haya escrito muchos libros no lo convierte necesariamente en algo <<<notable>>>.

2. 1_No_hallucination",El hecho de que haya escrito muchos libros no lo convierte necesariamente en algo <<<notable>>>.,no_hallucination,one,llama3,partial_or_different,0.6005640029907227
964,eng_Latn,spa_Latn,"I reverted to your last version dated Sikandarji (Talk contribs) (OK, how's this?","He vuelto a la versión anterior de la que se trataba el tema, y he vuelto a ver cómo funcionaba el tema.","He vuelto a la versión anterior <<<de la que se trataba el tema, y he vuelto a ver cómo funcionaba el tema>>>.",3_Partial_hallucination,"1. He vuelto a la <<<versión anterior>>> de la que se trataba el <<<tema>>> y he vuelto a ver cómo funcionaba.

2_Small_hallucination",1. He vuelto a la <<<versión anterior>>> de la que se trataba el <<<tema>>> y he vuelto a ver cómo funcionaba.,small_hallucination,one,llama3,partial_or_different,1.2742067575454712
965,eng_Latn,spa_Latn,The building housed a number of pilgrims who came to visit the holy city at the eve of hajj pilgrimage.,El edificio albergaba a varios peregrinos que venían a visitar la ciudad santa en vísperas de la peregrinación al hajj.,El edificio albergaba a varios peregrinos que venían a visitar la ciudad santa en vísperas de la peregrinación al hajj.,1_No_hallucination,"Here is my evaluation:

Source sentence: The building housed a number of pilgrims who came to visit the holy city at the eve of hajj pilgrimage.

Target translation: El edificio albergaba a varios peregrinos que venían a visitar la ciudad santa en vísperas de la peregrinación al <<<hajj>>>. (Note: I assume ""al"" is meant to be translated as ""the"", but since it's an article, it doesn't introduce any hallucination)

However, upon re-reading the source sentence, I notice that there's a crucial detail about the pilgrims coming to visit the holy city at the eve of hajj pilgrimage. The target translation simply states that they came in vísperas de la peregrinación al hajj (at the eve of the hajj pilgrimage), without any reference to visiting the holy city.

Target translation: El edificio albergaba a varios peregrinos que venían a visitar la ciudad santa en vísperas de la <<<peregrinación>>>, <<<holy city>>> no aparece en el texto de origen, pero si se refiere a la ciudad, está incorrecto.

1. El edificio albergaba a varios peregrinos que venían a visitar la ciudad santa en vísperas de la <<<peregrinación>>>, <<<holy city>>>.
2. 3_Partial_hallucination","1. El edificio albergaba a varios peregrinos que venían a visitar la ciudad santa en vísperas de la <<<peregrinación>>>, <<<holy city>>>.",partial_hallucination,one,llama3,false_positive,0.4794757962226867
966,eng_Latn,spa_Latn,"::::But he wasn't recognised, that's the point.","Pero no fue reconocido, eso es lo que quiero decir con eso. ""","Pero no fue reconocido, eso es lo que quiero decir <<<con eso>>>. """,2_Small_hallucination,"**Pero no fue reconocido, eso es lo que quiero decir con <<<eso>>> que no fue reconocido y ese punto.**

2_Small_hallucination",,small_hallucination,one,llama3,false_negative,0.9943546168506144
967,eng_Latn,spa_Latn,aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccdddddddddddddddddddddddddeeeeeeeeeeeeeeeeffffffffffffffffffgggggggggggggggggggghhhhhhhhhhhhhhhhhiiiiiiiiiiiiiiiijjjjjjjjjjjjjjjjjjjjjkkkkkkkkkkkkkkkkkkklllllllllllllllllllllllmmmmmmmmmmmmmmmmmmmnnnnnnnnnnnnnnnnnooooooooooooooooooooppppppppppppppppppppqjko8k huwu3u 33333333333efwwwwwwiop56 33fvg,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbabbbbbbcccccccc ccccccccccccccc ccccccddddddddddddddddeeeeeeeeeeeeeeeeeeeeeffffffff ffffffffgggggggggggggggghghghghhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbabbbbbbcccccccc ccccccccccccccc ccccccddddddddddddddddeeeeeeeeeeeeeeeeeeeeeffffffff ffffffffgggggggggggggggghghghghhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,1_No_hallucination,"Source sentence: aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbbbbbbbbbbbbbcccccccccccccccccccccccccdddddddddddddddddddddddddeeeeeeeeeeeeeeeeffffffffffffffffffgggggggggggggggggggghhhhhhhhhhhhhhhhhiiiiiiiiiiiiiiiijjjjjjjjjjjjjjjjjjjjjkkkkkkkkkkkkkkkkkkklllllllllllllllllllllllmmmmmmmmmmmmmmmmmmmnnnnnnnnnnnnnnnnnooooooooooooooooooooppppppppppppppppppppqjko8k huwu3u 33333333333efwwwwwwwiop56 33fvg
Target translation: Aaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaaabbbbbbbbbbbbbbbbabbbbbcccccc cccccccccccccccc cccddddddddddddddddeeeeeeeeeeeeeeeeeeeeffffffffff ffffffffggggggggggggghghghghhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh",,,one,llama3,true_negative,1.8974896669387813
