src_lang,tgt_lang,src_text,mt_text,ground_truth_text,ground_truth_classification,raw_output
spa_Latn,eng_Latn,En la parte superior se encuentra una cueva pequeña por la que hay que pasar. Es bastante baja y estrecha.,"On top of that, there's a small cave to go through.","On top <<<of that>>>, there's a small cave to go through.",2_Small_hallucination,"1. On top of that, there's a small cave to go through. <<< >>>  It is quite low and narrow. 
2. 2_Small_hallucination"
spa_Latn,eng_Latn,"a mi no a mi me gusta olga cañon, me gusta: la loca cañon. y no me gusta milly kezada me gusta la: la vende kezada","I don't like it, I like it. I like it, the crazy cannon.","I don't like it, I like it. I like it, the crazy cannon.",1_No_hallucination,"1. I don't like it, I like it.  I like it, the crazy cannon. 
2. 2_Small_hallucination"
spa_Latn,eng_Latn,Seguidamente comentó: «Es una situación de gravedad. Den por seguro que nuestro sistema funciona tan bien como debería».,He then commented: 'It is a serious situation. Make sure our system works as well as it should.,He then commented: 'It is a serious situation. Make sure our system works as well as it should.,1_No_hallucination,"1. He then commented: 'It is a serious situation. Make sure our system works as well as it should. <<< >>> 
2.  3_Partial_hallucination 


**Explanation:**

* **""Make sure our system works as well as it should""**: This phrase is not directly expressed in the source sentence, adding an extra detail that isn't part of the original statement. 
 
Let me know if you have any other sentences to evaluate!"
spa_Latn,eng_Latn,"Más tarde, la teoría instauró la idea de que el pueblo maorí había emigrado desde Polinesia, a bordo de una Gran Flota, y que despojó a los Moriori de Nueva Zelanda, instalando allí una sociedad agrícola.","Later, the theory established the idea that the Maori people had migrated from Polynesia, aboard a Great Fleet, and that they stripped the Moriori of New Zealand, setting up an agricultural society there.","Later, the theory established the idea that the Maori people had migrated from Polynesia, aboard a Great Fleet, and that they stripped the Moriori of New Zealand, setting up an agricultural society there.",1_No_hallucination,"1. Later, the theory established the idea that the Maori people had migrated from Polynesia, aboard a Great Fleet, and that they stripped the Moriori of New Zealand, setting up an agricultural society there. <<< ***Great Fleet***  << 
2. 3_Partial_hallucination"
spa_Latn,eng_Latn,"No obstante, Star Alliance cubre todo a excepción de la porción este del Pacífico Sur que se extiende desde Santiago de Chile hasta Tahití, zona que corresponde a los vuelos de LATAM Oneworld.","However, Star Alliance covers everything except the eastern portion of the South Pacific that extends from Santiago de Chile to Tahiti, the area corresponding to LATAM Oneworld flights.","However, Star Alliance covers everything except the eastern portion of the South Pacific that extends from Santiago de Chile to Tahiti, the area corresponding to LATAM Oneworld flights.",1_No_hallucination,"1.  However, Star Alliance covers everything except the eastern portion of the South Pacific that extends from Santiago de Chile to Tahiti, the area corresponding to LATAM Oneworld flights. <<< >>> 
2. 3_Partial_hallucination"
spa_Latn,eng_Latn,"Debido a lo bajo que se encuentra Black Beauty, fue difícil para la policía de Nueva Zelanda determinar con sus radares de velocidad cuán rápido iba el Sr. Reid y en el único momento en el que pudieron medir su tiempo fue cuando desaceleró a 160 km/h.","Because of Black Beauty's low altitude, it was difficult for New Zealand police to determine with their speed radars how fast Mr. Reid was going and the only time they could measure his time was when he slowed to 160 km/h.","Because of Black Beauty's low altitude, it was difficult for New Zealand police to determine with their speed radars how fast Mr. Reid was going and the only time they could measure his time was when he slowed to 160 km/h.",1_No_hallucination,"1. Because of Black Beauty's low altitude, it was difficult for New Zealand police to determine with their speed radars how fast Mr. Reid was going and the only time they could measure his time was when he slowed to 160 km/h. <<< >>>.
2. 2_Small_hallucination"
spa_Latn,eng_Latn,"No concurren juntas a elecciones porque están en circunscripciones electorales distintas (salvo en Europeas, justamente de eso trata el Acuerdo)",They do not participate in elections together because they are in different constituencies (except in Europe).,They do not participate in elections together because they are in different constituencies (except in Europe).,1_No_hallucination,"1. They do not participate in elections together because they are in different constituencies (except in Europe). <<< ***They are in different constituencies***
2. 3_Partial_hallucination"
spa_Latn,eng_Latn,"El juego se basa en la Segunda Batalla de Faluya, un enfrentamiento despiadado entre el ejército norteamericano y el iraquí.","The game is based on the Second Battle of Fallujah, a ruthless confrontation between the U.S. Army and the Iraqis.","The game is based on the Second Battle of Fallujah, a ruthless confrontation between the U.S. Army and the Iraqis.",1_No_hallucination,"1. The game is based on the Second Battle of Fallujah, a ruthless confrontation between the U.S. Army and the Iraqis. <<< >>>
2. 3_Partial_hallucination"
spa_Latn,eng_Latn,Por el artículo de la china poblana.,For the People's China article.,For the People's China article.,1_No_hallucination,"1. Por el artículo de la china poblana. <<< For the People's China article. 
2. 1_No_hallucination 


**Explanation:**

The target sentence accurately reflects the meaning of the source sentence, without introducing any unrelated or invented information.  There is no hallucination present."
spa_Latn,eng_Latn,Vete a tomar x culo! seguro k kuando nacistes eras tan feoo k tus padres preguntaron donde estava la camara oculta. peazo anormal! k eres un desgraciado!,"Go ahead and get your asses kicked, you're so ugly, you don't even know where you're going.","Go <<<ahead and get your>>> asses <<<kicked>>>, you're so ugly, <<<you don't even know where you're going>>>.",3_Partial_hallucination,"1. Go ahead and get your asses kicked, you're so ugly, you don't even know where you're going. <<< >>>
2. 2_Small_hallucination 


**Explanation:**

The translation includes the phrases ""go ahead and get your asses kicked"" and ""you're so ugly."" These are subjective opinions, not directly conveyed by the source sentence in a clear or specific way, yet they add an extra layer of meaning to the target sentence.  This means there are halluciations."
spa_Latn,eng_Latn,Muchos turistas desean dominar la habilidad de lanzar un búmeran.,Many tourists want to master the ability to throw a buffalo.,Many tourists want to master the ability to throw a <<<buffalo>>>.,2_Small_hallucination,"1. Many tourists want to master the ability to throw a **buffalo**. 
2. 3_Partial_hallucination"
spa_Latn,eng_Latn,"Cuando le preguntaron qué había dicho el padre, ella contestó «No pudo decir ni una palabra, se quedó allí parado y parpadeando».","When asked what her father had said, she replied that she hadn't spoken a word.","When asked what her father had said, she replied that she hadn't spoken a word.",1_No_hallucination,"1.  When asked what her father had said, she replied that she hadn't spoken a word. <<< >>>. 
2. 1_No_hallucination"
spa_Latn,eng_Latn,"El clima frío es, tal vez, el único verdadero peligro con el que pueden tener que lidiar quienes no se hayan preparado.",Cold weather is perhaps the only real danger faced by those who are unprepared.,Cold weather is perhaps the only real danger faced by those who are unprepared.,1_No_hallucination,"1. Cold weather is perhaps the only real danger faced by those who are unprepared. <<< >>>
2. 2_Small_hallucination 


**Explanation:**

The target sentence has a slight hallucination: ""Cold weather"" is an established fact about the subject's situation, and is not invented information. There is no mention of the specific weather or its relation to danger that goes beyond what's stated in the source text.  However it does introduce information from the context of the source sentence."
spa_Latn,eng_Latn,Taluego!!,I'm going to tell you!,<<<I'm going to tell you>>>!,4_Full_hallucination,"1. I'm going to tell you! 
2. 2_Small_hallucination 


**Explanation:** 

The English translation is  ""I'm going to tell you!"" while the source sentence, ""Taluego!!"" only means ""Afterwards!"".  Therefore, there is no direct relation between them, making it a small hallucination."
spa_Latn,eng_Latn,"Asimismo, San Francisco es una de las mejores ciudades de EE. UU. donde encontrar otro tipo de gastronomía asiática, tales como las de Corea, Tailandia, la India y Japón.","Also, San Francisco is one of the best places to find Asian cuisine, such as in Korea, Thailand, and the rest of the world.","Also, San Francisco is one of the best places to find Asian cuisine, such as in Korea, Thailand, <<<and the rest of the world>>>.",3_Partial_hallucination,"1. Also, San Francisco is one of the best places to find Asian cuisine, such as in Korea, Thailand, and the rest of the world. <<< >>>
2. 2_Small_hallucination 


**Explanation:**

The translation introduces a phrase ""the rest of the world"" which is not present in the source sentence but  is an unrelated statement about global scope. This would be classified as a small hallucination."
spa_Latn,eng_Latn,"Es este el motivo por el que todas las imágenes que ve en la televisión aparecen con los bordes superior, inferior y laterales cortados.","This is why all the images you see on TV appear with the upper, lower, and lateral edges cut off.","This is why all the images you see on TV appear with the upper, lower, and lateral edges cut off.",1_No_hallucination,"1. This is why all the images you see on TV appear with the upper, lower, and lateral edges cut off. <<< >>> 
2. No_hallucination 


**Explanation:** There are no instances of invented information or unrelated content in this translation.  It accurately reflects the source's meaning."
spa_Latn,eng_Latn,"El estudio determinó que la depresión, el miedo y la sobredimensión intervinieron en la dinámica entre el dolor y la discapacidad en los pacientes con dolencias en la región lumbar.","The study determined that depression, fear, and overweight interfered with the dynamics between pain and disability in patients with lumbar region disorders.","The study determined that depression, fear, and overweight interfered with the dynamics between pain and disability in patients with lumbar region disorders.",1_No_hallucination,"1. The study determined that depression, fear, and overweight interfered with the dynamics between pain and disability in patients with lumbar region disorders. <<< >>>
2. 3_Partial_hallucination"
spa_Latn,eng_Latn,Las fases se producen porque solo se ilumina la cara de Venus (o de la luna) que mira hacia el sol. Este fenómeno apoyó la teoría copernicana de que los planetas orbitan al sol.,"The phases occur because only the face of Venus (or Moon) is illuminated, and this phenomenon supports the Copernican theory that planets orbit the Sun.","The phases occur because only the face of Venus (or Moon) is illuminated, and this phenomenon supports the Copernican theory that planets orbit the Sun.",1_No_hallucination,"1. The phases occur because only the face of Venus (or Moon) is illuminated, and this phenomenon supports the Copernican theory that planets orbit the Sun. <<< >>> 
2. No_hallucination"
spa_Latn,eng_Latn,"Con suerte, la mayoría de las personas toman consciencia de que su mejor opción en el largo plazo es la de trabajar en colaboración con otros.","Hopefully, most people will realize that their best bet is to work with others.","Hopefully, most people will realize that their best bet is to work with others.",1_No_hallucination,"1. Hopefully, most people will realize that their best bet is to work with others. <<< >>>  
2. 2_Small_hallucination"
spa_Latn,eng_Latn,"Difundir información, tampoco...","Spreading information, too.","Spreading information, too.",1_No_hallucination,"1.  Spreading information, too. <<< >>>
2. 2_Small_hallucination"
spa_Latn,eng_Latn,Es inútil que sigas con ello.,It's useless for you to keep doing it.,It's useless for you to keep doing it.,1_No_hallucination,"1. It's useless for you to keep doing it. <<< >>> 
2. 1_No_hallucination 


**Explanation:**

The target sentence accurately reflects the meaning of the source sentence without introducing any invented or unrelated information.  There are no hallucinations in this translation."
spa_Latn,eng_Latn,Se trata de la adquisición más importante en toda la historia de eBay.,This is the most important acquisition in the history of eBay.,This is the most important acquisition in the history of eBay.,1_No_hallucination,"1. This is the most important acquisition in the history of eBay. <<< >>>
2. 1_No_hallucination"
spa_Latn,eng_Latn,¿Digamelón? 14:12 15 dic 2007 (CET),It is also important to note that the Commission's proposal for a regulation is based on the principle of subsidiarity.,<<<It is also important to note that the Commission's proposal for a regulation is based on the principle of subsidiarity>>>.,4_Full_hallucination,"1. It is also important to note that the Commission's proposal for a regulation is based on the principle of subsidiarity. <<< >>>
2. 1_No_hallucination 


**Explanation:**  There are no hallucinations in this translation. The target sentence accurately reflects the source sentence."
spa_Latn,eng_Latn,"En efecto, los códigos de región no inciden en modo alguno sobre las copias ilícitas. Una réplica idéntica de un disco se reproducirá sin problemas en los mismos dispositivos que el original.","In fact, there is no such thing as an unlawful copy of a record, and the same is true of the original recording.","In fact, <<<there is no such thing as>>> an unlawful copy of a record, <<<and the same is true of>>> the original <<<recording>>>.",3_Partial_hallucination,"1. In fact, there is no such thing as an unlawful copy of a record, and the same is true of the original recording. <<<  >>>
2. 2_Small_hallucination 


**Explanation:**

The translation does introduce an invented phrase ""an unlawful copy of a record"". This directly contradicts the source's claim in the target sentence that ""codes of region do not in any way affect illegal copies."" 


Let me know if you have any other sentences for evaluation!"
spa_Latn,eng_Latn,"En caso de viajar con una computadora portátil o una tableta, guarde una copia en la memoria o en el disco a la que pueda acceder sin servicio de Internet.","If you are traveling with a laptop or tablet, keep a copy in your memory or disk that you can access without internet access.","If you are traveling with a laptop or tablet, keep a copy in your memory or disk that you can access without internet access.",1_No_hallucination,"1.  If you are traveling with a laptop or tablet, keep a copy in your memory or disk that you can access without internet access. <<< >>>
2.  No_hallucination"
spa_Latn,eng_Latn,Negrö de miërdä!! por ke ocultas mi respuesta pa ti y pa todos los gay de esta pagina de mrd??!!,"Why don't you tell me what you're talking about, and I'll tell you what I'm saying.","Why <<<don't you tell me what you're talking about, and I'll tell you what I'm saying>>>.",4_Full_hallucination,"1. Why don't you tell me what you're talking about, and I'll tell you what I'm saying. <<< >>> 
2. No_hallucination 


**Explanation:**

The provided translation does not contain any hallucinations. The translator accurately translated the source sentence into a coherent target language representation."
spa_Latn,eng_Latn,"Los sijs tienen la convicción de que su credo constituye una religión desligada del hinduismo, pero reconocen sus orígenes y tradiciones hindúes.","The Sikhs are convinced that their creed is a religion detached from Hinduism, but they recognize their Hindu origins and traditions.","The Sikhs are convinced that their creed is a religion detached from Hinduism, but they recognize their Hindu origins and traditions.",1_No_hallucination,"1. The Sikhs are convinced that their creed is a religion detached from Hinduism, but they recognize their Hindu origins and traditions. <<< >>>
2. 2_Small_hallucination"
spa_Latn,eng_Latn,"Haga averiguaciones en la institución y en la oficina de inmigración del destino donde pretende estudiar, a fin de tomar conocimiento en detalle los requisitos.",Make inquiries at the institution and immigration office of the destination where you wish to study in order to obtain detailed knowledge of the requirements.,Make inquiries at the institution and immigration office of the destination where you wish to study in order to obtain detailed knowledge of the requirements.,1_No_hallucination,"1. Make inquiries at the institution and immigration office of the destination where you wish to study in order to obtain detailed knowledge of the requirements. <<< >>> 
2. No_hallucination"
spa_Latn,eng_Latn,La aeronave viajaba hacia Irkutsk y la guiaban tropas del interior.,The plane was on its way to Irkutsk and was guided by internal troops.,The plane was on its way to Irkutsk and was guided by internal troops.,1_No_hallucination,"1. The plane was on its way to Irkutsk and was guided by internal troops. <<< >>> 
2. No_hallucination"
spa_Latn,eng_Latn,"El riego, sabe usted...","The irrigation, you know...","The irrigation, you know...",1_No_hallucination,"1. The irrigation, you know...
2. 2_Small_hallucination"
spa_Latn,eng_Latn,"Muy poco inteligente esa afirmacion, si los antifascistas creen eso, creo que la poca intleigencia q tienen se les a acabó, haber si estudiamos algos vagos comunistas.","Very unintelligent that statement, if the anti-fascists believe that, I think the little intelligence they have is gone, there if we study some vague communist algae.","Very unintelligent that statement, if the anti-fascists believe that, I think the little intelligence they have is gone, there if we study some vague communist <<<algae>>>.",2_Small_hallucination,"1.  Very unintelligent that statement, if the anti-fascists believe that, I think the little intelligence they have is gone, there if we study some vague communist algae. <<< >>>
2. 3_Partial_hallucination 


**Explanation:** 

The translation contains ""vagos comunistas"" which translates to ""vague communists"", a term not found in the source text. This phrase introduces an invention into the translation that doesn't belong in the target sentence."
spa_Latn,eng_Latn,"¿Qué efecto tendría en mí la gravedad de Io? Si usted se encontrara en la superficie del satélite, su peso sería menor que en la Tierra.","If you were on the surface of the satellite, its weight would be less than Earth's.","If you were on the surface of the satellite, its weight would be less than Earth's.",1_No_hallucination,"1.  If you were on the surface of the satellite, its weight would be less than Earth's. <<< >>>
2. 2_Small_hallucination"
spa_Latn,eng_Latn,"Se cree que Allen, de las personas más pudientes del globo, ha invertido buena parte de su fortuna en exploraciones marinas y el motivo de encarar la búsqueda de los Musashi fue el interés que siempre tuvo en la guerra.","Allen, one of the wealthiest people on the globe, is believed to have invested much of his fortune in marine exploration and the reason for facing the search for the Musashi was his ever-present interest in war.","Allen, one of the wealthiest people on the globe, is believed to have invested much of his fortune in marine exploration and the reason for facing the search for the Musashi was his ever-present interest in war.",1_No_hallucination,"1. Allen, one of the wealthiest people on the globe, is believed to have invested much of his fortune in marine exploration and the reason for facing the search for the Musashi was his ever-present interest in war. <<< >>>  **interest in war** 
2. 3_Partial_hallucination"
spa_Latn,eng_Latn,"El tipo Pureland es un origami en el que solo se permite realizar pliegue a la vez, no se pueden hacer aquellos que son más complejos, como los inversos, y todos tienen ubicaciones sencillas.","The Pureland type is an origami that only allows folding at a time, you can't make those that are more complex, like inverters, and they all have simple locations.","The Pureland type is an origami that only allows folding at a time, you can't make those that are more complex, like inverters, and they all have simple locations.",1_No_hallucination,"1. The Pureland type is an origami that only allows folding at a time, you can't make those that are more complex, like inverters, and they all have simple locations. <<< >>>
2. 3_Partial_hallucination 


**Explanation:**  

While the translation accurately conveys the meaning of the source sentence in general, it introduces some invented information (""you can't make those that are more complex"" and ""they all have simple locations""). While these sentences might be based on a certain level of understanding, they introduce unrelated and invented details."
spa_Latn,eng_Latn,ESTE ARTÍCULO ES UNA ESTUPIDEZ.,This article is silly.,This article is silly.,1_No_hallucination,"1. This article is silly. <<< >>>
2. 2_Small_hallucination"
spa_Latn,eng_Latn,"Aunque las autoridades no están seguras de que la amenaza sea real, la Autoridad de Transporte de Maryland procedió al cierre, a requerimiento del FBI.","Although authorities aren't sure if the threat is real, the Maryland Transportation Authority proceeded to shut it down, at the request of the FBI.","Although authorities aren't sure if the threat is real, the Maryland Transportation Authority proceeded to shut it down, at the request of the FBI.",1_No_hallucination,"1. Aunque autoridades no están seguras de que la amenaza sea real, la Autoridad de Transporte de Maryland procedió al cierre, a requerimiento del FBI. <<< >>>  <br/> 
2. 1_No_hallucination 


**Explanation:**

The translation does not introduce any entirely invented information into the sentence structure."
spa_Latn,eng_Latn,"De la peseta homófoba al rico euro rosa El negocio gay en México Cuando florece el dinero rosa El colectivo gay, usuario avanzado de la red Ecelan ✆ 17:35 10 oct 2008 (UTC)","From the very beginning of the year to the end of the year, we've seen a lot of gays and lesbians in the United States and around the world.","<<<From the very beginning of the year to the end of the year, we've seen a lot of>>> gays <<<and >>>lesbians <<<in the United States and around the world>>>.",4_Full_hallucination,"1. From the very beginning of the year to the end of the year, we've seen a lot of gays and lesbians in the United States and around the world. <<< >>>
2. 2_Small_hallucination 


**Explanation:**

The translation seems accurate but does not explicitly translate the source sentence with any hallucinations. It may have missed some nuance or specific information about the context, which could be related to a different kind of hallucination (i.e., omission)."
spa_Latn,eng_Latn,Me parece simpática la idea d ela Retorta en la página de usuario,I like the idea of retorting on the user page.,I like the idea of retorting on the user page.,1_No_hallucination,"1. I like the idea of retorting on the user page. <<< >>>  
2. 2_Small_hallucination"
spa_Latn,eng_Latn,"Con una gran variedad de hoteles, restaurantes e instalaciones para convenciones de primer nivel, San Francisco ha ido desarrollando una gran infraestructura turística.","With a wide variety of first-class hotels, restaurants and convention facilities, San Francisco has been developing a great tourist infrastructure.","With a wide variety of first-class hotels, restaurants and convention facilities, San Francisco has been developing a great tourist infrastructure.",1_No_hallucination,"1. With a wide variety of first-class hotels, restaurants and convention facilities, San Francisco has been developing a great tourist infrastructure. <<< >>>
2. 3_Partial_hallucination 


**Explanation:**

The translation includes ""tourist infrastructure"" which introduces an invention that isn't directly implied in the source. This is a partial hallucination because it doesn't directly replace or add to information from the source."
spa_Latn,eng_Latn,Las sillas de montar de marcas de alta calidad que pueden adquirirse en esa zona pueden presentar dos inconvenientes: algunas pueden ser imitaciones y las importadas auténticas pueden ser más costosas que en el país de origen.,"High-quality seats that can be purchased in that area can be duplicated and imported into the country where they are made, but they can be more expensive.","High-quality seats that can be purchased in that area can be duplicated and imported into the country <<<where they are made>>>, but they can be more expensive.",3_Partial_hallucination,"1. High-quality seats that can be purchased in that area can be duplicated and imported into the country where they are made, but they can be more expensive. <<< >>>
2. 3_Partial_hallucination"
spa_Latn,eng_Latn,Valla y pase,It's time to move on.,<<<It's time to>>> move on.,4_Full_hallucination,"1. It's time to move on. <<< valla y pase>>> 
2. No_hallucination"
spa_Latn,eng_Latn,"Al viajar, prepárese para que no todo sea como «en casa». Habrá ciertas diferencias en cosas como los modales, la legislación, los alimentos, el tráfico, el alojamiento, las normas, el idioma, entre otros.","When you're traveling, make sure that you don't have to worry about things like the way things are going, the way they're going to be, the way things go.","When you're traveling, <<<make sure that you don't have to worry about>>> things like <<<the way things are going, the way they're going to be, the way things go>>>.",3_Partial_hallucination,"1.  When you're traveling, make sure that you don't have to worry about things like the way things are going, the way they're going to be, the way things go. <<< >>> When you're traveling, make sure that you don't have to worry about things like the way things are going, the way they're going to be, the way things go. 
2. 2_Small_hallucination 


**Explanation:**

The target sentence includes a number of unusual phrases: ""the way things are going"" and ""the way they're going to be."" These are not present in the source sentence. The phrase is an example of a hallucinated detail that does not correspond in any meaningful way to the source text."
spa_Latn,eng_Latn,"La noche del 9 de agosto, el ojo de Morakot quedó a cerca de 60 km de distancia de la ciudad china de Fujian.","On the night of the 9th of August, Morakot's eyebrows were cut off from the Chinese city of Fujian.","On the night of the 9th of August, Morakot's eyebrows <<<were cut off>>> from the Chinese city of Fujian.",3_Partial_hallucination,"1. On the night of the 9th of August, Morakot's eyebrows were cut off from the Chinese city of Fujian. <<< >>>
2.  3_Partial_hallucination 


**Explanation:**

The translation introduces the claim that ""Morakot's eyebrows were cut off."" This information is not present in the source sentence and is an invented detail, hence it constitutes a partial hallucination."
spa_Latn,eng_Latn,05:45 15 04-01-2008 (UTC-6),This Regulation shall enter into force on the twentieth day following that of its publication in the Official Journal.,<<<This Regulation shall enter into force on the twentieth day following that of its publication in the Official Journal>>>.,4_Full_hallucination,"1. This Regulation shall enter into force on the twentieth day following that of its publication in the Official Journal. <<< >>>
2. No_hallucination"
spa_Latn,eng_Latn,"Existía, además, otra tribu, formada por los maoríes que dejaron Nueva Zelanda, que se asentó en las islas Chatham.","There was also another tribe, made up of Maori who left New Zealand and settled on the Chatham Islands.","There was also another tribe, made up of Maori who left New Zealand and settled on the Chatham Islands.",1_No_hallucination,"1. There was also another tribe, made up of Maori who left New Zealand and settled on the Chatham Islands. <<< >>> 
2. 2_Small_hallucination"
spa_Latn,eng_Latn,"Es que esos ejemplos que mencionan son poestas místicos de España, creo que Sor Juana Inés de la Cruz fue mística, no le tengo confirmado, pero si es así podría opacar a esos dos fácilmente.","It's just that these examples are mystical poems from Spain, and I think they're mystical, but I don't think so.","It's just that these examples are mystical poems from Spain, and I think they're mystical, <<<but I don't think so>>>.",3_Partial_hallucination,"1. It's just that these examples are mystical poems from Spain, and I think they're mystical, but I don't think so.  <<< >>>
2. 2_Small_hallucination 


**Explanation:** The translation includes a subtle hallucination: ""It's just that these examples are mystical poems from Spain"" introduces an invented element ""mystical poems from Spain"". This is because the source sentence focuses on Sor Juana Inés de la Cruz and her potential mysticism, but the target sentence doesn't explicitly connect it to the Spanish context."
spa_Latn,eng_Latn,"Otros científicos sostienen que son pocas las probabilidades de que algún dinosaurio se alimentara con estas plantas, dado que son altamente venenosas; no obstante, en la actualidad, el perezoso y otras especies, como el loro (que descienden de los dinosaurios), pueden ingerir hojas o frutos venenosos.","Other scientists argue that it's unlikely that any dinosaur would eat these plants, but now it's up to us to figure out what to do with them and how to get them to eat them, and what not to do about them.","Other scientists argue that it's unlikely that any dinosaur would eat these plants, but now <<<it's up to us to figure out what to do with them and how to get them to>>> eat <<<them, and what not to do about them>>>.",3_Partial_hallucination,"1. Other scientists argue that it's unlikely that any dinosaur would eat these plants, but now it's up to us to figure out what to do with them and how to get them to eat them, and what not to do about them. <<< >>>
2. 3_Partial_hallucination"
spa_Latn,eng_Latn,"Tampoco se requiere que obtenga un número local del lugar en donde vive; puede recurrir a una conexión a Internet por satélite en las zonas salvajes de Chicken, en Alaska, y elegir un número que señale que usted se localiza en la soleada Arizona.","You don't have to get a local phone number, you can get a satellite phone number in the wilderness of Chickamauga, Alaska, and you can pick a phone number that says you're in the sunshine.","You don't have to get a local <<<phone>>> number, you can get a satellite <<<phone number>>> in the wilderness of Chickamauga, Alaska, and you can pick a <<<phone>>> number that says you're in the sunshine.",3_Partial_hallucination,"1. You don't have to get a local phone number, you can get a satellite phone number in the wilderness of Chickamauga, Alaska, and you can pick a phone number that says you're in the sunshine. <<< >>>  Chickamauga, Alaska, and you can pick a phone number that says you're in the sunshine. 
2. 2_Small_hallucination"
spa_Latn,eng_Latn,"Hola, Gracias por echarme una mano con el artículo de Federico II el Grande.","Hi, thanks for helping me with the article by Frederick II the Great.","Hi, thanks for helping me with the article by Frederick II the Great.",1_No_hallucination,"1.  Hi, thanks for helping me with the article by Frederick II the Great. <<< >>>
2. 2_Small_hallucination"
spa_Latn,eng_Latn,"Johnson está en la segunda posición con 2243 puntos, siete puntos abajo.",Johnson is in second place with 224 points.,Johnson is in second place with 224 points.,1_No_hallucination,"1. Johnson is in second place with 224 points, seven points down. <<< >>>
2. 2_Small_hallucination 


**Explanation:**  The target sentence has ""224 points"" which represents a change from the source sentence's numbers of ""2243 points"". This indicates that the translation introduces an unrelated number for a different context than the source information."
spa_Latn,eng_Latn,La prensa local informó que una patrulla de bomberos del aeropuerto volcó mientras prestaba servicio.,The local press reported that an airport fire patrol overturned while it was serving.,The local press reported that an airport fire patrol overturned while it was serving.,1_No_hallucination,"1. The local press reported that an airport fire patrol overturned while it was serving. <<< >>> 
2. No_hallucination 


**Explanation:**

The target sentence accurately conveys the information of the source sentence without introducing any invented content or unrelated information.  There are no instances of hallucinations in this translation."
spa_Latn,eng_Latn,"No es que no esté de acuerdo con el que tú ponías, pero el de promocional lleva ya casi un mes y el único movimiento que ha habido en el artículo han sido borrados injustificados del aviso","It's not that I don't agree with what you're saying, it's that it's been a long time coming.","It's not that I don't agree with what you're saying, <<<it's that it's been a long time coming>>>.",3_Partial_hallucination,"1. It's not that I don't agree with what you're saying, it's that it's been a long time coming. <<< >>> 
2. 2_Small_hallucination 


**Explanation:**

The target translation introduces the phrase ""it's been a long time coming"" which doesn't appear in the source sentence but conveys an implied meaning about the length of time the promotion has been ongoing. This is considered a small hallucination because only one short phrase appears that isn't a direct translation."
spa_Latn,eng_Latn,"En efecto, no existe solo una cosa que sea bueno aprender. El aprendizaje se produce a través de la interacción entre el conocimiento presentado y quien lo incorpora.","In fact, there is no such thing as a ""good"" learning curve, but it's a ""bad"" one.","In fact, there is no such thing as a ""good"" learning <<<curve, but it's a ""bad"" one>>>.",3_Partial_hallucination,"1. In fact, there is no such thing as a ""good"" learning curve, but it's a ""bad"" one. <<< >>> 
2. 3_Partial_hallucination 


**Explanation:** 

The target sentence introduces the claim ""a ""good"" learning curve...but it's a ""bad"" one"" which is not present in the source sentence. This introduces a subjective opinion and invented information that creates a false association between good/bad learning curves, making it a partial hallucination."
spa_Latn,eng_Latn,"Pese a que existe la posibilidad de que escuche el término de la boca de los groenlandeses, quienes vienen de otros países deben evitar usarla.","Although there is a possibility of hearing the term from the mouths of Greenlanders, those from other countries should avoid using it.","Although there is a possibility of hearing the term from the mouths of Greenlanders, those from other countries should avoid using it.",1_No_hallucination,"1. Although there is a possibility of hearing the term from the mouths of Greenlanders, those from other countries should avoid using it. <<< >>> **who** comes from other countries should avoid using it. 
2. No_hallucination"
spa_Latn,eng_Latn,"Debido a lo bajo que se encuentra Black Beauty, fue difícil para la policía de Nueva Zelanda determinar con sus radares de velocidad cuán rápido iba el Sr. Reid y en el único momento en el que pudieron medir su tiempo fue cuando desaceleró a 160 km/h.","Because of Black Beauty, it was difficult for the police in New Zealand to determine how fast Mr. Reid was traveling, and the only time they were able to measure his time was when he was slowing down.","Because of Black Beauty, it was difficult for the police in New Zealand to determine how fast Mr. Reid was traveling, and the only time they were able to measure his time was when he was slowing down.",1_No_hallucination,"1.  Because of Black Beauty, it was difficult for the police in New Zealand to determine how fast Mr. Reid was traveling, and the only time they were able to measure his time was when he was slowing down. <<< >>> 

2. 2_Small_hallucination"
spa_Latn,eng_Latn,ALQAEDA GENTE MUY MALA.,The people are very bad.,<<<The>>> people are very bad.,2_Small_hallucination,"1. The people are very bad. <<< >>> ALQAEDA GENTE MUY MALA. 
2. No_hallucination"
spa_Latn,eng_Latn,Pompilio Zigrino Pompilio,This is a list of the official languages of the European Union.,<<<This is a list of the official languages of the European Union>>>.,4_Full_hallucination,"1. This is a list of the official languages of the European Union. <<< >>> 
2. No_hallucination 


**Explanation:**

The target sentence accurately reflects the source sentence without introducing any new information or unrelated content."
spa_Latn,eng_Latn,Lo insultante es que le digas a tu interlocutor (o sea a mí) que entendés que ponga energía en la discusión porque tiene el cerebro lavado.,The insulting thing is that you tell your interlocutor (i.e. me) that you understand that he should put energy into the discussion because he's brainwashed.,The insulting thing is that you tell your interlocutor (i.e. me) that you understand that he should put energy into the discussion because he's brainwashed.,1_No_hallucination,"1. The insulting thing is that you tell your interlocutor (i.e. me) that you understand that he should put energy into the discussion because he's brainwashed. <<< >>> 
2. 3_Partial_hallucination"
